source,browser,sex,age,country_name,n_device_occur,signup_month,signup_day,signup_day_name,purchase_month,purchase_day,purchase_day_name,purchase_over_time,class
Direct,Chrome,M,36,France,1,5,26,Tuesday,7,27,Monday,5400.0,0
Ads,FireFox,M,24,United States,1,2,10,Tuesday,2,13,Friday,inf,0
Direct,Chrome,M,38,United States,2,8,5,Wednesday,10,11,Sunday,16200.0,1
SEO,IE,M,44,United States,1,7,30,Thursday,10,28,Wednesday,1285.7142857142858,0
Direct,IE,M,30,South Africa,1,2,7,Saturday,5,30,Saturday,2777.777777777778,0
SEO,FireFox,M,40,United Kingdom,1,1,12,Monday,2,5,Thursday,7500.0,0
SEO,IE,M,47,Brazil,1,6,3,Wednesday,8,17,Monday,5000.0,1
Direct,Safari,F,31,United States,2,7,1,Wednesday,9,22,Tuesday,4428.571428571428,0
Ads,Opera,M,28,United States,1,7,4,Saturday,8,7,Friday,13666.666666666666,0
Direct,Chrome,M,45,Brazil,1,6,11,Thursday,6,23,Tuesday,23000.0,0
SEO,Opera,F,26,Unknown Country,1,3,4,Wednesday,6,6,Saturday,2714.285714285714,0
Ads,Chrome,F,29,Unknown Country,1,3,14,Saturday,5,8,Friday,18500.0,0
Ads,IE,M,22,Unknown Country,1,4,27,Monday,4,30,Thursday,inf,0
Ads,IE,M,39,Germany,2,4,9,Thursday,8,4,Tuesday,1555.5555555555557,1
SEO,FireFox,M,28,Canada,1,1,1,Thursday,3,15,Sunday,12333.333333333334,0
SEO,Chrome,M,19,United States,1,6,4,Thursday,8,17,Monday,4666.666666666667,0
Ads,Safari,M,32,Italy,1,7,23,Thursday,7,28,Tuesday,inf,0
Ads,Chrome,F,29,United States,1,8,16,Sunday,9,28,Monday,5666.666666666667,0
SEO,Chrome,M,21,France,1,5,12,Tuesday,6,6,Saturday,6000.0,0
Ads,FireFox,F,38,United States,1,1,26,Monday,3,26,Thursday,11000.0,0
Ads,FireFox,F,33,United States,1,1,26,Monday,4,24,Friday,8571.42857142857,0
Direct,FireFox,F,42,United States,1,4,12,Sunday,5,21,Thursday,7000.0,0
SEO,IE,F,24,United States,2,7,23,Thursday,10,22,Thursday,8142.857142857143,0
Direct,IE,F,24,United States,1,3,5,Thursday,6,26,Friday,4444.444444444444,0
Ads,IE,M,35,United States,1,7,22,Wednesday,9,4,Friday,6000.0,0
Direct,IE,M,30,United States,1,6,11,Thursday,7,18,Saturday,26333.333333333332,0
Direct,Chrome,F,24,Bulgaria,1,8,6,Thursday,10,21,Wednesday,4666.666666666667,0
SEO,Chrome,M,29,United States,1,5,8,Friday,8,21,Friday,3500.0,0
Ads,IE,M,21,United States,1,1,24,Saturday,2,28,Saturday,13000.0,0
Direct,FireFox,F,32,Indonesia,1,1,7,Wednesday,4,24,Friday,2875.0,0
Direct,FireFox,M,28,United States,1,6,27,Saturday,9,3,Thursday,11000.0,0
SEO,Chrome,M,27,Australia,1,2,12,Thursday,3,7,Saturday,16500.0,0
SEO,Chrome,F,56,Italy,1,7,11,Saturday,10,18,Sunday,8000.0,0
Direct,Safari,M,46,United States,1,2,9,Monday,4,23,Thursday,5166.666666666667,0
SEO,FireFox,F,23,United States,1,6,22,Monday,8,5,Wednesday,4333.333333333333,0
Ads,Chrome,F,25,Unknown Country,1,1,4,Sunday,1,5,Monday,inf,0
Direct,IE,M,44,Brazil,1,8,14,Friday,9,17,Thursday,11333.333333333334,1
Ads,Chrome,F,42,Unknown Country,1,1,4,Sunday,4,16,Thursday,1125.0,0
Ads,Chrome,F,53,Saudi Arabia,1,3,9,Monday,6,4,Thursday,8285.714285714286,0
Ads,IE,M,37,Korea Republic of,1,4,2,Thursday,7,17,Friday,3500.0,1
Direct,IE,F,41,United States,1,2,13,Friday,4,11,Saturday,11250.0,0
Ads,IE,M,23,Japan,1,2,2,Monday,2,16,Monday,33000.0,0
SEO,IE,M,42,Unknown Country,1,5,9,Saturday,7,5,Sunday,12800.0,0
SEO,IE,M,30,Ukraine,1,2,28,Saturday,4,16,Thursday,6250.0,0
Ads,Safari,F,33,United States,1,6,11,Thursday,7,20,Monday,3333.3333333333335,0
Direct,FireFox,F,40,Germany,1,5,25,Monday,7,21,Tuesday,4000.0,0
SEO,Chrome,M,30,United States,1,3,14,Saturday,6,14,Sunday,3000.0,0
SEO,Chrome,F,38,Unknown Country,1,4,27,Monday,7,29,Wednesday,3285.714285714286,0
Ads,Chrome,F,27,Unknown Country,1,2,26,Thursday,3,2,Monday,inf,0
Ads,Chrome,M,27,United States,1,4,27,Monday,8,8,Saturday,3000.0,0
SEO,Chrome,M,35,United States,1,1,24,Saturday,2,28,Saturday,10333.333333333334,0
SEO,FireFox,M,45,Unknown Country,1,3,30,Monday,7,7,Tuesday,4750.0,0
SEO,Chrome,F,43,Netherlands,1,2,18,Wednesday,5,16,Saturday,2285.714285714286,0
Ads,Safari,M,25,Japan,1,6,7,Sunday,7,26,Sunday,14000.0,0
SEO,IE,F,22,European Union,2,5,19,Tuesday,7,5,Sunday,8000.0,0
SEO,Chrome,M,18,Switzerland,1,7,26,Sunday,9,6,Sunday,23000.0,0
SEO,Safari,M,34,Canada,1,8,10,Monday,12,8,Tuesday,1222.2222222222222,0
Ads,Chrome,F,48,United States,1,1,16,Friday,2,12,Thursday,6500.0,0
SEO,IE,M,31,Unknown Country,1,4,16,Thursday,8,4,Tuesday,5444.444444444444,0
Direct,IE,F,29,United States,1,7,12,Sunday,8,17,Monday,13333.333333333334,0
SEO,Safari,M,40,Korea Republic of,1,6,7,Sunday,8,29,Saturday,2857.1428571428573,0
Ads,FireFox,F,24,United States,1,5,30,Saturday,7,31,Friday,8600.0,0
Ads,Chrome,M,48,Ireland,1,2,5,Thursday,2,8,Sunday,inf,0
SEO,Chrome,F,59,United States,1,6,13,Saturday,8,19,Wednesday,1800.0,0
Ads,Safari,F,32,United States,1,6,14,Sunday,9,18,Friday,1375.0,0
Direct,Chrome,M,45,United States,1,6,29,Monday,9,18,Friday,4000.0,0
Direct,Chrome,M,28,United States,1,7,28,Tuesday,7,31,Friday,inf,0
Ads,Chrome,F,30,United States,12,1,10,Saturday,1,10,Saturday,inf,1
Ads,Chrome,M,44,France,1,3,4,Wednesday,6,9,Tuesday,6375.0,1
SEO,Chrome,M,23,Argentina,1,1,15,Thursday,1,18,Sunday,inf,0
SEO,IE,F,33,United States,1,7,22,Wednesday,8,25,Tuesday,15000.0,0
SEO,Chrome,M,39,Portugal,1,2,2,Monday,3,4,Wednesday,20500.0,0
SEO,IE,M,41,United States,1,7,6,Monday,9,11,Friday,5600.0,0
Ads,Chrome,F,32,France,1,8,13,Thursday,11,19,Thursday,2375.0,0
Ads,Chrome,F,36,China,1,5,5,Tuesday,7,24,Friday,3166.6666666666665,0
Ads,Chrome,M,18,United States,1,6,28,Sunday,7,18,Saturday,27000.0,0
Ads,Safari,F,31,Finland,1,7,9,Thursday,8,16,Sunday,19666.666666666668,0
SEO,Chrome,M,28,United States,16,1,11,Sunday,1,11,Sunday,inf,1
Direct,Safari,M,18,Unknown Country,1,4,5,Sunday,6,3,Wednesday,4600.0,0
SEO,Chrome,F,19,United States,1,6,15,Monday,8,16,Sunday,4800.0,1
SEO,Chrome,M,31,Taiwan; Republic of China (ROC),1,1,23,Friday,3,3,Tuesday,6666.666666666667,0
SEO,FireFox,M,26,Indonesia,2,6,7,Sunday,8,6,Thursday,6800.0,0
Ads,IE,M,24,United States,1,4,22,Wednesday,8,15,Saturday,2555.5555555555557,0
Direct,Chrome,M,39,Unknown Country,1,8,3,Monday,9,26,Saturday,8250.0,0
Ads,Chrome,F,44,Argentina,1,2,23,Monday,5,11,Monday,4333.333333333333,0
SEO,Chrome,F,47,United States,1,7,29,Wednesday,9,13,Sunday,5250.0,0
Direct,Chrome,M,37,Unknown Country,1,3,1,Sunday,3,28,Saturday,18500.0,0
Ads,Chrome,M,39,India,1,4,21,Tuesday,5,11,Monday,34500.0,0
Direct,IE,M,31,Korea Republic of,1,7,10,Friday,9,24,Thursday,5666.666666666667,0
SEO,Safari,M,31,Netherlands,2,2,6,Friday,3,23,Monday,11250.0,0
Ads,Safari,F,32,United States,1,1,12,Monday,5,12,Tuesday,5666.666666666667,0
SEO,Chrome,M,38,United States,13,1,12,Monday,1,12,Monday,inf,1
SEO,Safari,M,31,United States,1,5,30,Saturday,7,3,Friday,18666.666666666668,0
Ads,Safari,M,26,Unknown Country,1,7,20,Monday,8,13,Thursday,20500.0,0
Direct,Chrome,M,38,Unknown Country,1,4,28,Tuesday,6,26,Friday,8800.0,0
Direct,Chrome,F,39,United States,1,6,22,Monday,10,17,Saturday,3888.8888888888887,0
SEO,FireFox,M,39,Brazil,1,3,23,Monday,4,1,Wednesday,29000.0,0
Ads,Chrome,M,36,Unknown Country,1,2,12,Thursday,4,14,Tuesday,6600.0,0
Direct,Chrome,M,23,United States,2,3,17,Tuesday,4,24,Friday,10333.333333333334,0
Ads,Chrome,M,31,New Zealand,1,4,19,Sunday,6,20,Saturday,1800.0,0
Ads,Chrome,F,34,United States,1,6,18,Thursday,9,26,Saturday,4125.0,0
Ads,Safari,F,23,United States,1,4,25,Saturday,6,30,Tuesday,2600.0,1
Ads,IE,F,34,United States,1,2,8,Sunday,3,20,Friday,8000.0,0
Direct,Opera,F,24,United Kingdom,1,6,27,Saturday,10,12,Monday,2375.0,1
SEO,Safari,M,26,United States,1,3,30,Monday,5,3,Sunday,11333.333333333334,0
Ads,IE,M,33,United States,1,5,10,Sunday,5,10,Sunday,inf,0
Direct,Safari,M,31,Netherlands,1,8,1,Saturday,11,24,Tuesday,3777.777777777778,0
Ads,Chrome,M,30,United Kingdom,1,7,31,Friday,11,24,Tuesday,1888.888888888889,0
Ads,Chrome,F,34,United States,1,1,24,Saturday,4,23,Thursday,3857.1428571428573,0
Ads,Chrome,M,28,United States,1,3,3,Tuesday,3,4,Wednesday,inf,0
Ads,IE,F,31,France,1,6,19,Friday,9,2,Wednesday,8833.333333333334,0
SEO,FireFox,F,49,Bahrain,1,1,15,Thursday,4,28,Tuesday,2875.0,0
Direct,Chrome,M,33,United States,1,4,24,Friday,8,19,Wednesday,5666.666666666667,0
Direct,Chrome,F,51,France,1,6,25,Thursday,9,26,Saturday,10571.42857142857,0
Direct,FireFox,M,31,Russian Federation,1,8,16,Sunday,9,21,Monday,9000.0,0
SEO,Chrome,F,20,Unknown Country,1,5,28,Thursday,8,6,Thursday,9200.0,0
Ads,Chrome,M,27,Switzerland,1,5,8,Friday,8,27,Thursday,5777.777777777777,0
SEO,IE,F,45,United States,1,8,3,Monday,11,26,Thursday,3777.777777777778,0
Ads,Chrome,M,25,United States,1,6,8,Monday,8,13,Thursday,3800.0,0
SEO,FireFox,F,25,China,1,4,24,Friday,6,16,Tuesday,15000.0,0
SEO,Chrome,F,36,United States,1,1,22,Thursday,5,13,Wednesday,3888.8888888888887,0
Direct,IE,M,29,United States,1,3,20,Friday,6,20,Saturday,6714.285714285715,0
SEO,FireFox,M,41,Italy,1,2,28,Saturday,5,11,Monday,2000.0,0
SEO,Chrome,F,23,China,1,6,29,Monday,10,9,Friday,3500.0,0
Direct,Chrome,M,39,Taiwan; Republic of China (ROC),1,1,18,Sunday,2,23,Monday,11666.666666666666,0
Ads,Safari,F,36,United Kingdom,1,7,22,Wednesday,11,6,Friday,4000.0,0
SEO,Safari,M,35,Korea Republic of,1,1,23,Friday,4,25,Saturday,4857.142857142857,0
SEO,Chrome,F,51,United States,1,5,26,Tuesday,9,4,Friday,7250.0,0
Ads,Chrome,F,34,United States,1,3,12,Thursday,6,16,Tuesday,2625.0,0
Ads,IE,F,42,China,1,1,18,Sunday,4,24,Friday,5000.0,0
SEO,Chrome,F,40,Belgium,1,7,11,Saturday,11,5,Thursday,1888.888888888889,0
SEO,Chrome,M,27,Unknown Country,1,6,28,Sunday,10,10,Saturday,1125.0,0
Direct,Chrome,M,32,Brazil,1,4,16,Thursday,6,19,Friday,12800.0,0
Ads,Chrome,M,46,United States,1,7,27,Monday,11,17,Tuesday,1000.0,0
Direct,IE,M,33,United States,1,7,18,Saturday,10,8,Thursday,6500.0,0
Direct,FireFox,F,34,United States,1,4,20,Monday,7,20,Monday,3000.0,0
SEO,Chrome,F,18,Netherlands,1,8,8,Saturday,9,3,Thursday,14500.0,0
Direct,Chrome,M,36,United States,1,4,28,Tuesday,8,13,Thursday,1500.0,0
SEO,IE,M,21,United States,1,6,14,Sunday,6,18,Thursday,inf,0
Ads,IE,F,31,China,1,4,5,Sunday,6,16,Tuesday,11166.666666666666,0
Direct,Safari,M,35,Taiwan; Republic of China (ROC),1,1,24,Saturday,5,18,Monday,3888.8888888888887,0
Ads,Safari,F,25,Unknown Country,1,1,8,Thursday,2,23,Monday,5000.0,0
Direct,FireFox,M,31,United States,1,4,17,Friday,4,30,Thursday,24000.0,0
Ads,FireFox,M,31,Germany,1,6,29,Monday,7,11,Saturday,35000.0,0
SEO,IE,M,26,United States,1,7,11,Saturday,10,5,Monday,1714.2857142857142,0
SEO,Chrome,F,41,Korea Republic of,1,4,18,Saturday,8,8,Saturday,1777.7777777777778,0
Direct,IE,F,35,United States,1,2,10,Tuesday,2,15,Sunday,inf,0
Ads,Safari,F,24,Unknown Country,1,8,9,Sunday,10,30,Friday,5500.0,0
SEO,Safari,M,38,United States,2,3,28,Saturday,5,19,Tuesday,15500.0,0
Ads,Safari,M,30,United States,1,7,1,Wednesday,9,14,Monday,11000.0,0
Direct,Chrome,M,30,United States,1,2,22,Sunday,5,29,Friday,3125.0,0
SEO,IE,F,19,Taiwan; Republic of China (ROC),1,4,20,Monday,6,13,Saturday,7000.0,0
Ads,Safari,M,49,Unknown Country,1,1,4,Sunday,1,20,Tuesday,40000.0,0
SEO,Chrome,F,27,New Zealand,1,5,30,Saturday,9,24,Thursday,5444.444444444444,0
Ads,Chrome,F,31,United States,1,1,29,Thursday,2,28,Saturday,6500.0,0
SEO,IE,M,45,China,15,1,5,Monday,1,31,Saturday,371000.0,0
Ads,IE,M,31,United States,1,7,28,Tuesday,9,8,Tuesday,12666.666666666666,0
SEO,Safari,M,53,United States,1,5,30,Saturday,6,26,Friday,40000.0,0
Ads,FireFox,F,27,Korea Republic of,1,1,31,Saturday,2,17,Tuesday,20000.0,0
Direct,Chrome,M,43,United States,1,5,20,Wednesday,7,19,Sunday,4800.0,0
SEO,IE,M,38,United States,1,7,20,Monday,8,11,Tuesday,15500.0,0
Direct,Chrome,F,35,United States,11,1,8,Thursday,1,8,Thursday,inf,1
Ads,Chrome,F,36,China,1,7,3,Friday,9,29,Tuesday,2428.5714285714284,0
SEO,IE,M,30,Kyrgyzstan,1,3,16,Monday,4,27,Monday,10333.333333333334,0
SEO,IE,M,30,Taiwan; Republic of China (ROC),1,7,20,Monday,7,29,Wednesday,70000.0,0
SEO,Safari,F,23,China,1,8,17,Monday,10,20,Tuesday,7600.0,0
SEO,FireFox,M,38,United States,1,7,7,Tuesday,8,18,Tuesday,15666.666666666666,0
Ads,IE,M,37,Unknown Country,1,2,5,Thursday,4,14,Tuesday,7000.0,0
Ads,IE,M,32,United States,1,1,26,Monday,3,30,Monday,4000.0,0
SEO,IE,M,43,United States,1,3,13,Friday,7,2,Thursday,2888.8888888888887,0
SEO,Chrome,M,27,Unknown Country,1,5,9,Saturday,8,15,Saturday,3250.0,0
Ads,Chrome,M,41,United States,1,3,19,Thursday,4,16,Thursday,28000.0,0
Direct,Safari,M,48,United States,1,2,14,Saturday,6,14,Sunday,7777.777777777777,0
SEO,IE,F,23,United States,1,6,27,Saturday,9,15,Tuesday,6833.333333333333,0
Ads,Chrome,M,36,Belgium,1,8,2,Sunday,8,17,Monday,26000.0,0
Direct,IE,M,36,United Kingdom,2,6,29,Monday,8,22,Saturday,7250.0,0
SEO,Chrome,M,23,United States,12,1,13,Tuesday,1,13,Tuesday,inf,1
Direct,Chrome,M,34,China,1,5,7,Thursday,6,28,Sunday,4500.0,0
Direct,Opera,M,20,United States,1,4,17,Friday,5,24,Sunday,9000.0,0
Ads,Safari,F,26,Denmark,2,4,4,Saturday,7,11,Saturday,5625.0,1
Ads,FireFox,M,21,China,1,6,15,Monday,8,17,Monday,4800.0,0
Ads,Chrome,M,39,Korea Republic of,1,5,8,Friday,8,20,Thursday,3875.0,0
SEO,Chrome,F,36,United States,12,1,7,Wednesday,1,7,Wednesday,inf,1
Direct,IE,M,31,United States,1,6,30,Tuesday,10,7,Wednesday,10125.0,0
SEO,IE,F,27,United States,2,4,9,Thursday,6,12,Friday,5400.0,0
SEO,FireFox,F,36,Saudi Arabia,1,2,7,Saturday,2,26,Thursday,35000.0,0
Ads,FireFox,F,27,Australia,1,8,16,Sunday,9,16,Wednesday,22500.0,0
Direct,IE,F,27,Ukraine,1,6,26,Friday,8,24,Monday,9400.0,0
SEO,IE,F,28,Germany,2,7,2,Thursday,8,11,Tuesday,11666.666666666666,1
Direct,Chrome,F,32,United States,12,1,6,Tuesday,1,6,Tuesday,inf,1
SEO,FireFox,F,18,Unknown Country,1,7,14,Tuesday,10,26,Monday,1375.0,0
SEO,FireFox,M,32,United States,1,5,2,Saturday,8,3,Monday,5857.142857142857,0
Ads,Chrome,F,38,United States,1,4,3,Friday,5,25,Monday,3250.0,0
Ads,Chrome,M,40,Brazil,2,7,9,Thursday,9,24,Thursday,3333.3333333333335,0
SEO,FireFox,F,30,United States,1,6,3,Wednesday,6,5,Friday,inf,0
Direct,Chrome,M,25,Croatia (LOCAL Name: Hrvatska),1,4,14,Tuesday,7,13,Monday,6714.285714285715,0
Ads,Chrome,F,38,Germany,1,6,6,Saturday,9,17,Thursday,3500.0,0
SEO,FireFox,M,33,Unknown Country,1,4,26,Sunday,5,3,Sunday,50000.0,0
Ads,Chrome,M,37,United States,1,6,16,Tuesday,10,11,Sunday,1000.0,0
Ads,Chrome,F,27,United States,1,8,12,Wednesday,9,26,Saturday,3000.0,0
SEO,Chrome,F,44,Brazil,1,8,15,Saturday,10,21,Wednesday,10400.0,0
Ads,Chrome,M,39,United States,1,6,20,Saturday,8,31,Monday,4000.0,0
Ads,IE,F,41,United States,1,8,17,Monday,8,21,Friday,inf,0
Direct,Chrome,F,26,United States,2,3,6,Friday,6,23,Tuesday,5444.444444444444,0
Ads,Chrome,M,33,Netherlands,1,1,18,Sunday,2,17,Tuesday,11500.0,0
Ads,Safari,M,28,United States,1,3,1,Sunday,6,14,Sunday,5250.0,0
SEO,Chrome,F,52,New Zealand,1,4,11,Saturday,6,10,Wednesday,4000.0,0
Ads,IE,F,30,United States,1,5,28,Thursday,6,4,Thursday,42000.0,1
SEO,IE,F,29,Canada,1,2,15,Sunday,6,8,Monday,4111.111111111111,0
Ads,Chrome,M,40,Japan,1,7,15,Wednesday,7,25,Saturday,43000.0,0
Ads,IE,F,26,United States,1,5,7,Thursday,7,17,Friday,7000.0,0
Ads,Chrome,F,23,Germany,1,3,4,Wednesday,4,9,Thursday,3000.0,0
Ads,IE,M,23,Korea Republic of,1,3,10,Tuesday,7,7,Tuesday,4444.444444444444,0
SEO,FireFox,F,23,Mexico,1,3,14,Saturday,6,15,Monday,7285.714285714285,0
Ads,IE,F,36,United States,1,2,26,Thursday,3,9,Monday,28000.0,0
Ads,Chrome,M,22,Canada,2,3,15,Sunday,4,10,Friday,7500.0,0
SEO,Chrome,M,25,United States,1,7,9,Thursday,9,9,Wednesday,13400.0,0
Ads,Safari,F,39,Taiwan; Republic of China (ROC),1,4,9,Thursday,4,23,Thursday,46000.0,0
Ads,FireFox,F,35,United States,1,1,22,Thursday,4,6,Monday,4833.333333333333,0
SEO,IE,M,21,United States,1,6,27,Saturday,9,14,Monday,4500.0,0
Ads,Chrome,F,38,United States,1,5,20,Wednesday,7,13,Monday,2500.0,0
Ads,Chrome,M,27,Switzerland,1,4,7,Tuesday,7,16,Thursday,4250.0,0
Ads,IE,M,54,Japan,11,1,2,Friday,1,2,Friday,inf,1
SEO,Safari,M,25,China,1,3,1,Sunday,5,4,Monday,2600.0,0
Ads,Chrome,F,27,Colombia,1,4,1,Wednesday,7,6,Monday,6750.0,0
SEO,Chrome,F,21,Germany,1,6,6,Saturday,6,30,Tuesday,22500.0,0
SEO,Chrome,F,30,United Kingdom,1,1,14,Wednesday,5,6,Wednesday,6222.222222222223,0
Direct,IE,M,41,United States,11,1,6,Tuesday,1,6,Tuesday,inf,1
SEO,Chrome,M,37,Unknown Country,1,4,27,Monday,8,4,Tuesday,6500.0,0
SEO,FireFox,M,25,Hong Kong,3,2,15,Sunday,4,13,Monday,6000.0,0
Ads,IE,M,27,United Kingdom,1,3,29,Sunday,6,6,Saturday,13600.0,0
Ads,FireFox,M,39,Argentina,1,4,23,Thursday,7,28,Tuesday,8875.0,0
SEO,IE,M,28,Unknown Country,1,2,4,Wednesday,3,30,Monday,5500.0,0
Ads,Chrome,F,53,United States,1,7,11,Saturday,10,30,Friday,4333.333333333333,0
Ads,FireFox,M,31,United States,1,1,26,Monday,2,25,Wednesday,24000.0,0
SEO,IE,F,19,Unknown Country,1,6,11,Thursday,9,17,Thursday,4875.0,0
Ads,Chrome,M,40,United States,1,4,6,Monday,7,7,Tuesday,4000.0,0
SEO,IE,M,20,European Union,1,4,15,Wednesday,7,7,Tuesday,10000.0,0
Ads,FireFox,F,23,China,1,4,30,Thursday,7,10,Friday,5166.666666666667,0
Ads,Chrome,M,46,Unknown Country,1,7,16,Thursday,8,18,Tuesday,6666.666666666667,0
Direct,Chrome,F,38,Ecuador,14,1,10,Saturday,1,10,Saturday,inf,1
Direct,FireFox,F,49,Germany,1,5,30,Saturday,9,17,Thursday,4000.0,0
Direct,Chrome,M,21,Brazil,1,1,24,Saturday,4,7,Tuesday,5000.0,0
Ads,Safari,F,31,Unknown Country,1,5,1,Friday,5,3,Sunday,inf,0
Direct,Chrome,M,41,China,1,6,3,Wednesday,7,1,Wednesday,10000.0,0
Direct,Chrome,M,32,United States,1,7,24,Friday,11,19,Thursday,2777.777777777778,0
Ads,Chrome,F,41,Armenia,1,3,3,Tuesday,6,8,Monday,3000.0,0
Direct,FireFox,M,35,Unknown Country,1,1,23,Friday,2,18,Wednesday,12500.0,0
Direct,IE,M,41,United States,1,6,25,Thursday,8,23,Sunday,11000.0,0
Direct,Safari,M,32,United States,1,6,11,Thursday,8,27,Thursday,5500.0,0
Direct,Chrome,M,37,Unknown Country,1,2,19,Thursday,6,9,Tuesday,3777.777777777778,0
Direct,Safari,M,21,Korea Republic of,1,5,7,Thursday,8,15,Saturday,2000.0,0
Ads,Chrome,F,30,United States,1,7,17,Friday,7,30,Thursday,48000.0,0
SEO,IE,M,43,Unknown Country,1,2,3,Tuesday,4,4,Saturday,9800.0,0
Ads,IE,F,33,China,1,4,10,Friday,6,18,Thursday,4800.0,0
SEO,Chrome,M,36,United States,1,4,26,Sunday,5,18,Monday,8000.0,0
Ads,IE,M,53,China,1,5,24,Sunday,8,12,Wednesday,10500.0,0
Direct,IE,F,34,Unknown Country,1,7,5,Sunday,10,23,Friday,6111.111111111111,0
Ads,IE,M,40,United States,1,5,1,Friday,7,31,Friday,8571.42857142857,0
Direct,IE,M,33,Denmark,1,2,3,Tuesday,2,7,Saturday,inf,0
Ads,FireFox,M,35,Unknown Country,1,5,6,Wednesday,5,15,Friday,48000.0,0
Ads,Safari,M,36,Korea Republic of,1,3,11,Wednesday,4,28,Tuesday,6500.0,0
Direct,Chrome,M,44,United States,1,6,26,Friday,9,22,Tuesday,6571.428571428572,0
SEO,IE,M,34,Germany,1,7,12,Sunday,8,21,Friday,8000.0,0
Direct,IE,F,33,United States,1,3,29,Sunday,7,20,Monday,6666.666666666667,0
Ads,Chrome,M,34,Unknown Country,1,8,15,Saturday,10,7,Wednesday,8750.0,0
Ads,Chrome,M,36,United States,1,1,27,Tuesday,2,16,Monday,33500.0,0
Ads,Chrome,F,34,United States,1,2,17,Tuesday,4,13,Monday,2750.0,0
Ads,Opera,F,33,Unknown Country,2,8,6,Thursday,11,24,Tuesday,3888.8888888888887,1
SEO,Chrome,M,38,China,1,7,10,Friday,8,6,Thursday,29000.0,0
Ads,Chrome,F,48,Unknown Country,1,5,12,Tuesday,9,5,Saturday,3333.3333333333335,0
Ads,Safari,F,27,Unknown Country,1,7,25,Saturday,10,19,Monday,6142.857142857143,0
Ads,Chrome,M,28,China,2,1,6,Tuesday,1,25,Sunday,23500.0,0
Direct,FireFox,F,40,United States,1,6,4,Thursday,7,31,Friday,3000.0,0
SEO,Chrome,F,24,United Arab Emirates,1,6,13,Saturday,9,20,Sunday,5750.0,0
SEO,Chrome,M,42,Japan,1,7,5,Sunday,10,19,Monday,6000.0,0
Ads,Chrome,F,26,Unknown Country,2,1,17,Saturday,4,27,Monday,4500.0,0
Direct,IE,M,38,United States,1,3,18,Wednesday,4,7,Tuesday,31000.0,0
Ads,IE,M,32,United States,1,6,7,Sunday,7,10,Friday,9333.333333333334,0
Direct,FireFox,F,32,Japan,1,8,14,Friday,8,31,Monday,35000.0,0
Ads,Chrome,M,22,United States,1,7,6,Monday,9,3,Thursday,8000.0,0
Ads,Safari,F,24,United States,8,1,8,Thursday,1,8,Thursday,inf,1
Ads,Opera,M,35,China,1,2,6,Friday,3,23,Monday,6000.0,0
SEO,IE,M,36,Germany,1,5,31,Sunday,9,26,Saturday,4222.222222222223,0
Direct,IE,M,44,Unknown Country,1,6,21,Sunday,9,8,Tuesday,3000.0,0
SEO,Chrome,M,21,United States,2,3,11,Wednesday,3,17,Tuesday,55000.0,0
Ads,FireFox,F,38,Unknown Country,1,1,20,Tuesday,3,23,Monday,2600.0,0
Direct,Chrome,F,36,United Kingdom,1,6,10,Wednesday,6,30,Tuesday,22500.0,1
Ads,Safari,M,22,Unknown Country,1,5,13,Wednesday,7,10,Friday,10600.0,0
Ads,Safari,M,40,Germany,2,3,10,Tuesday,4,24,Friday,7250.0,1
Ads,Safari,F,18,Japan,1,8,2,Sunday,10,19,Monday,7000.0,0
Ads,IE,F,34,United States,1,5,4,Monday,7,12,Sunday,6400.0,0
Direct,Chrome,F,31,Unknown Country,1,7,23,Thursday,8,17,Monday,24000.0,0
SEO,Safari,M,35,United States,1,5,6,Wednesday,5,13,Wednesday,36000.0,0
Ads,IE,F,28,United States,1,7,14,Tuesday,9,4,Friday,18000.0,0
SEO,Safari,M,27,Ireland,1,7,14,Tuesday,11,2,Monday,6333.333333333333,0
Ads,IE,M,44,Japan,1,5,18,Monday,6,14,Sunday,24000.0,0
SEO,Safari,F,30,United States,1,6,20,Saturday,9,25,Friday,2250.0,0
SEO,Safari,M,33,United States,2,5,17,Sunday,8,5,Wednesday,4166.666666666667,0
Ads,Chrome,F,36,France,1,3,3,Tuesday,6,2,Tuesday,4714.285714285715,0
SEO,Chrome,F,45,Australia,1,5,23,Saturday,8,16,Sunday,8000.0,0
Direct,IE,F,59,United States,1,3,17,Tuesday,7,6,Monday,3333.3333333333335,0
Ads,FireFox,M,37,United States,1,8,11,Tuesday,8,23,Sunday,16000.0,0
SEO,Safari,M,22,United Kingdom,1,4,28,Tuesday,6,10,Wednesday,7333.333333333333,0
SEO,Safari,F,23,United States,1,4,6,Monday,8,2,Sunday,3000.0,0
Ads,FireFox,M,45,China,1,5,18,Monday,6,12,Friday,9000.0,0
SEO,IE,M,25,Japan,10,1,8,Thursday,1,8,Thursday,inf,1
SEO,IE,F,35,Korea Republic of,1,4,28,Tuesday,6,27,Saturday,5600.0,0
Direct,FireFox,F,34,Japan,1,7,26,Sunday,9,15,Tuesday,10750.0,0
Direct,IE,F,36,United States,1,5,15,Friday,7,14,Tuesday,12400.0,0
Direct,FireFox,M,30,United States,2,2,1,Sunday,4,29,Wednesday,9285.714285714286,0
Ads,Chrome,M,32,China,1,1,28,Wednesday,4,19,Sunday,6000.0,0
